-9.0055450797080994e-02 9.7778707742691040e-01 1.8926817178726196e-01 -3.4101800993084908e-03 1.3031956553459167e-01 2.1754369139671326e-02
-3.6604511737823486e-01 8.6023461818695068e-01 3.5497501492500305e-01 -8.1719160079956055e-02 1.5250144898891449e-01 2.9656089842319489e-02
1.9128803908824921e-01 9.5489513874053955e-01 -2.2712160646915436e-01 -3.0543480068445206e-02 1.2477885186672211e-01 1.0983400279656053e-03
-2.6450571417808533e-01 5.7100641727447510e-01 7.7716690301895142e-01 -2.4901589378714561e-02 1.1211138218641281e-01 3.7560239434242249e-02
-6.1025625467300415e-01 -6.7191295325756073e-02 -7.8934955596923828e-01 -1.8405679613351822e-02 1.7843055725097656e-01 -2.4219579994678497e-02
2.3326323926448822e-01 7.1356225013732910e-01 6.6061884164810181e-01 1.9067939370870590e-02 1.2144924700260162e-01 3.1968440860509872e-02
5.9466797858476639e-02 7.3266881704330444e-01 6.7798238992691040e-01 6.0411999002099037e-03 1.2494359165430069e-01 3.2652888447046280e-02
7.1211659908294678e-01 2.1786153316497803e-01 6.6740262508392334e-01 -1.3469030149281025e-02 1.6299355030059814e-01 -1.2000019662082195e-02
1.2153467535972595e-01 4.7675856947898865e-01 8.7059211730957031e-01 -3.4393239766359329e-02 1.7236688733100891e-01 -9.8212994635105133e-04
-8.6771696805953979e-01 2.2116413712501526e-01 -4.4514459371566772e-01 -8.4314160048961639e-02 1.0957262665033340e-01 3.7097299937158823e-03
-5.9798312187194824e-01 8.0143034458160400e-01 1.1208565905690193e-02 -4.2233541607856750e-02 1.7211574316024780e-01 -4.1799801401793957e-03
8.4274053573608398e-01 4.4965687394142151e-01 2.9596799612045288e-01 -6.3308387994766235e-02 1.5660615265369415e-01 -1.3838790357112885e-02
-7.4681586027145386e-01 5.9326207637786865e-01 3.0050992965698242e-01 -7.6903946697711945e-02 1.6708032786846161e-01 -2.6931360363960266e-02
7.6549530029296875e-02 -5.6843966245651245e-01 8.1915605068206787e-01 -7.2253920137882233e-02 1.1539550125598907e-01 5.1670301705598831e-02
